"","x"
"1",21.4404713592976
"2",21.43492204411
"3",21.5261274131846
"4",23.2880978959495
"5",20.3984229371677
"6",22.2472575048912
"7",24.0695473065613
"8",20.896280897581
"9",23.3508895591848
"10",1.41767053880813
"11",1.8918113460148
"12",2.72540236405275
"13",0.946374217408028
"14",1.28530576594958
"15",0.850090846351928
"16",2.20530016346662
"17",1.92345992532609
"18",2.07392576980098
"19",-4.55344948688264
