"","x"
"1",14.342934154538
"2",15.0935149900777
"3",14.3213992274624
"4",19.3018770669867
"5",10.2589583595673
"6",-8.80712499324614
"7",17.2813427110678
"8",14.8315104309533
"9",9.38207085371422
"10",15.5698044423342
"11",2.02934483781457
"12",9.96672103596556
"13",9.02626658623743
"14",8.42197533795937
"15",39.728605851028
"16",14.3820277491606
"17",4.30104963259548
"18",3.72263917832923
"19",10.032306349748
